-57.333332,-57.066666,-57.3,-57.5,-52.91515
-57.466663,-57.3,-57.466663,-57.466663,-54.93333
29.677774,-57.333332,-57.400005,-57.333332,-55.3
-25.733332,-57.233334,-57.5,-57.533337,-54.5
6.3060584,-57.36667,-57.266663,-57.466663,-55.266666
64.63384,6.142424,-57.433334,-25.418182,7.545456
137.91881,6.257576,-57.63333,38.051514,66.1106
467.39493,235.70241,-57.533337,-25.854546,7.9787903
441.43857,423.50317,-57.3,61.89444,-23.257576
739.658,340.902,-57.36667,190.29317,31.272223
650.5499,476.76968,-57.36667,201.38347,96.229164
895.05475,604.4236,-57.433334,206.60161,106.444435
984.05853,629.5607,-57.433334,615.38257,101.81818
976.41113,697.159,-57.166668,863.9577,192.92857
984.95306,837.1685,-57.266666,863.2796,390.46152
990.425,866.8335,-57.566666,889.35547,452.27097
990.425,944.3208,-57.399998,908.5196,342.35477
983.53314,949.41846,-57.36667,958.47437,361.2775
966.22,927.71484,-57.5,963.4057,554.05225
966.0428,990.3663,49.987183,976.2671,548.81085
-1000.0,-1000.0,117.12222,969.79736,636.88184
-1000.0,-1000.0,67.3619,990.31445,611.1136
-1000.0,-1000.0,44.635895,990.10614,672.43915
-1000.0,-1000.0,105.655556,984.8155,740.1182
-1000.0,-1000.0,144.98596,990.2239,765.17163
-1000.0,-1000.0,105.77777,983.322,881.217
-1000.0,-1000.0,187.1751,984.524,834.5323
-1000.0,-1000.0,288.3695,-1000.0,931.3191
-1000.0,-1000.0,237.81078,-1000.0,911.6999
-1000.0,-1000.0,225.09723,-1000.0,914.8049
-1000.0,-1000.0,387.8093,-1000.0,941.3618
-1000.0,-1000.0,400.70618,-1000.0,981.80194
-1000.0,-1000.0,413.38892,-1000.0,962.50684
-1000.0,-1000.0,329.31735,-1000.0,973.1704
-1000.0,-1000.0,180.38939,-1000.0,981.3693
-1000.0,-1000.0,245.4535,-1000.0,-1000.0
-1000.0,-1000.0,331.82693,-1000.0,-1000.0
-1000.0,-1000.0,322.0797,-1000.0,-1000.0
-1000.0,-1000.0,352.73355,-1000.0,-1000.0
-1000.0,-1000.0,426.5809,-1000.0,-1000.0
